cost,component,location,carrier,0
marginal,Link,AT0 9,urban decentral water tanks charger,0.03134
marginal,Link,AT0 9,urban decentral water tanks discharger,0.02848
marginal,Link,EU,HVC to air,35677.19317
marginal,Link,EU,OCGT,1.21239
marginal,Link,EU,SMR,0.01425
marginal,Link,EU,SMR CC,0.02093
marginal,Link,EU,agriculture machinery oil,15666.51172
marginal,Link,EU,biogas to gas,0.06684
marginal,Link,EU,co2 sequestered,69961.9018
marginal,Link,EU,gas for industry,49735.41236
marginal,Link,EU,gas for industry CC,0.00363
marginal,Link,EU,industry methanol,1471.53283
marginal,Link,EU,kerosene for aviation,105085.49105
marginal,Link,EU,naphtha for industry,44268.12656
marginal,Link,EU,oil refining,119431.12802
marginal,Link,EU,process emissions,0.00157
marginal,Link,EU,process emissions CC,34848.56695
marginal,Link,EU,rural biomass boiler,5.46742
marginal,Link,EU,rural gas boiler,0.00564
marginal,Link,EU,shipping methanol,4246.15169
marginal,Link,EU,solid biomass for industry,115239.79622
marginal,Link,EU,solid biomass for industry CC,185688.50293
marginal,Link,EU,urban central gas CHP,1.86418
marginal,Link,EU,urban central gas CHP CC,1.94372
marginal,Link,EU,urban central gas boiler,2073.67702
marginal,Link,EU,urban central solid biomass CHP,1.84152
marginal,Link,EU,urban central solid biomass CHP CC,1.72238
marginal,Link,EU,urban decentral biomass boiler,5.45597
marginal,Link,EU,urban decentral gas boiler,0.0057
marginal,StorageUnit,AT0 0,hydro,9082.18503
marginal,StorageUnit,AT0 1,PHS,39.44078
marginal,StorageUnit,AT0 1,hydro,38276.6094
marginal,StorageUnit,AT0 11,PHS,4503.18515
marginal,StorageUnit,AT0 11,hydro,27305.70421
marginal,StorageUnit,AT0 12,hydro,141.62809
marginal,StorageUnit,AT0 13,hydro,2477.19472
marginal,StorageUnit,AT0 15,PHS,22.64695
marginal,StorageUnit,AT0 15,hydro,1867.58342
marginal,StorageUnit,AT0 16,PHS,95.48677
marginal,StorageUnit,AT0 16,hydro,10792.08407
marginal,StorageUnit,AT0 18,PHS,5019.28337
marginal,StorageUnit,AT0 18,hydro,14548.47907
marginal,StorageUnit,AT0 19,hydro,8367.2453
marginal,StorageUnit,AT0 21,hydro,221.53392
marginal,StorageUnit,AT0 22,hydro,2021.50437
marginal,StorageUnit,AT0 24,hydro,327.72349
marginal,StorageUnit,AT0 3,hydro,3611.98594
marginal,StorageUnit,AT0 5,PHS,1147.93351
marginal,StorageUnit,AT0 5,hydro,14857.37944
marginal,StorageUnit,AT0 6,hydro,5847.38675
marginal,StorageUnit,AT0 7,PHS,1673.65497
marginal,StorageUnit,AT0 7,hydro,7909.23208
marginal,Store,AT0 0,EV battery,0.0
marginal,Store,AT0 0,H2 Store,-0.0
marginal,Store,AT0 0,battery,0.0
marginal,Store,AT0 0,home battery,0.0
marginal,Store,AT0 0,rural water tanks,-6e-05
marginal,Store,AT0 0,urban central water pits,-407.61688
marginal,Store,AT0 0,urban central water tanks,-0.00024
marginal,Store,AT0 0,urban decentral water tanks,-6e-05
marginal,Store,AT0 1,EV battery,0.0
marginal,Store,AT0 1,H2 Store,0.0
marginal,Store,AT0 1,battery,0.0
marginal,Store,AT0 1,home battery,0.0
marginal,Store,AT0 1,rural water tanks,-6e-05
marginal,Store,AT0 1,urban central water pits,-0.00027
marginal,Store,AT0 1,urban central water tanks,-0.00012
marginal,Store,AT0 1,urban decentral water tanks,-6e-05
marginal,Store,AT0 10,EV battery,0.0
marginal,Store,AT0 10,H2 Store,-0.0
marginal,Store,AT0 10,battery,0.0
marginal,Store,AT0 10,home battery,0.0
marginal,Store,AT0 10,rural water tanks,-5e-05
marginal,Store,AT0 10,urban central water pits,-284.749
marginal,Store,AT0 10,urban central water tanks,-0.00017
marginal,Store,AT0 10,urban decentral water tanks,-5e-05
marginal,Store,AT0 11,EV battery,0.0
marginal,Store,AT0 11,H2 Store,-0.0
marginal,Store,AT0 11,battery,0.0
marginal,Store,AT0 11,home battery,0.0
marginal,Store,AT0 11,rural water tanks,-6e-05
marginal,Store,AT0 11,urban central water pits,-0.00026
marginal,Store,AT0 11,urban central water tanks,-0.00012
marginal,Store,AT0 11,urban decentral water tanks,-6e-05
marginal,Store,AT0 12,EV battery,0.0
marginal,Store,AT0 12,H2 Store,0.0
marginal,Store,AT0 12,battery,0.0
marginal,Store,AT0 12,home battery,0.0
marginal,Store,AT0 12,rural water tanks,-6e-05
marginal,Store,AT0 12,urban central water pits,-0.00022
marginal,Store,AT0 12,urban central water tanks,-0.00012
marginal,Store,AT0 12,urban decentral water tanks,-6e-05
marginal,Store,AT0 13,EV battery,0.0
marginal,Store,AT0 13,H2 Store,-0.0
marginal,Store,AT0 13,battery,0.0
marginal,Store,AT0 13,home battery,0.0
marginal,Store,AT0 13,rural water tanks,-5e-05
marginal,Store,AT0 13,urban central water pits,-0.00027
marginal,Store,AT0 13,urban central water tanks,-0.00012
marginal,Store,AT0 13,urban decentral water tanks,-6e-05
marginal,Store,AT0 14,EV battery,0.0
marginal,Store,AT0 14,H2 Store,0.0
marginal,Store,AT0 14,battery,0.0
marginal,Store,AT0 14,home battery,0.0
marginal,Store,AT0 14,rural water tanks,-6e-05
marginal,Store,AT0 14,urban decentral water tanks,-6e-05
marginal,Store,AT0 15,EV battery,0.0
marginal,Store,AT0 15,H2 Store,-0.0
marginal,Store,AT0 15,battery,0.0
marginal,Store,AT0 15,home battery,0.0
marginal,Store,AT0 15,rural water tanks,-5e-05
marginal,Store,AT0 15,urban decentral water tanks,-6e-05
marginal,Store,AT0 16,EV battery,0.0
marginal,Store,AT0 16,H2 Store,0.0
marginal,Store,AT0 16,battery,0.0
marginal,Store,AT0 16,home battery,0.0
marginal,Store,AT0 16,rural water tanks,-6e-05
marginal,Store,AT0 16,urban decentral water tanks,-6e-05
marginal,Store,AT0 17,EV battery,0.0
marginal,Store,AT0 17,H2 Store,0.0
marginal,Store,AT0 17,battery,0.0
marginal,Store,AT0 17,home battery,0.0
marginal,Store,AT0 17,rural water tanks,-6e-05
marginal,Store,AT0 17,urban decentral water tanks,-5e-05
marginal,Store,AT0 18,EV battery,0.0
marginal,Store,AT0 18,H2 Store,0.0
marginal,Store,AT0 18,battery,0.0
marginal,Store,AT0 18,home battery,0.0
marginal,Store,AT0 18,rural water tanks,-5e-05
marginal,Store,AT0 18,urban central water pits,-0.00027
marginal,Store,AT0 18,urban central water tanks,-0.00011
marginal,Store,AT0 18,urban decentral water tanks,-6e-05
marginal,Store,AT0 19,EV battery,0.0
marginal,Store,AT0 19,H2 Store,-0.0
marginal,Store,AT0 19,battery,0.0
marginal,Store,AT0 19,home battery,0.0
marginal,Store,AT0 19,rural water tanks,-6e-05
marginal,Store,AT0 19,urban central water pits,-28.87939
marginal,Store,AT0 19,urban central water tanks,-0.00021
marginal,Store,AT0 19,urban decentral water tanks,-6e-05
marginal,Store,AT0 2,EV battery,0.0
marginal,Store,AT0 2,H2 Store,0.0
marginal,Store,AT0 2,battery,0.0
marginal,Store,AT0 2,home battery,0.0
marginal,Store,AT0 2,rural water tanks,-6e-05
marginal,Store,AT0 2,urban central water pits,-419.30095
marginal,Store,AT0 2,urban central water tanks,-0.00025
marginal,Store,AT0 2,urban decentral water tanks,-6e-05
marginal,Store,AT0 20,EV battery,0.0
marginal,Store,AT0 20,H2 Store,-0.0
marginal,Store,AT0 20,battery,0.0
marginal,Store,AT0 20,home battery,0.0
marginal,Store,AT0 20,rural water tanks,-6e-05
marginal,Store,AT0 20,urban central water pits,-0.00021
marginal,Store,AT0 20,urban central water tanks,-0.00011
marginal,Store,AT0 20,urban decentral water tanks,-6e-05
marginal,Store,AT0 21,EV battery,0.0
marginal,Store,AT0 21,H2 Store,0.0
marginal,Store,AT0 21,battery,0.0
marginal,Store,AT0 21,home battery,0.0
marginal,Store,AT0 21,rural water tanks,-6e-05
marginal,Store,AT0 21,urban central water pits,-0.00026
marginal,Store,AT0 21,urban central water tanks,-0.00011
marginal,Store,AT0 21,urban decentral water tanks,-6e-05
marginal,Store,AT0 22,EV battery,0.0
marginal,Store,AT0 22,H2 Store,-0.0
marginal,Store,AT0 22,battery,0.0
marginal,Store,AT0 22,home battery,0.0
marginal,Store,AT0 22,rural water tanks,-6e-05
marginal,Store,AT0 22,urban decentral water tanks,-6e-05
marginal,Store,AT0 23,EV battery,0.0
marginal,Store,AT0 23,H2 Store,0.0
marginal,Store,AT0 23,battery,0.0
marginal,Store,AT0 23,home battery,0.0
marginal,Store,AT0 23,rural water tanks,-6e-05
marginal,Store,AT0 23,urban central water pits,-520.55136
marginal,Store,AT0 23,urban central water tanks,-0.00019
marginal,Store,AT0 23,urban decentral water tanks,-6e-05
marginal,Store,AT0 24,EV battery,0.0
marginal,Store,AT0 24,H2 Store,-0.0
marginal,Store,AT0 24,battery,0.0
marginal,Store,AT0 24,home battery,0.0
marginal,Store,AT0 24,rural water tanks,-6e-05
marginal,Store,AT0 24,urban central water pits,-165.49792
marginal,Store,AT0 24,urban central water tanks,-0.00019
marginal,Store,AT0 24,urban decentral water tanks,-6e-05
marginal,Store,AT0 3,EV battery,0.0
marginal,Store,AT0 3,H2 Store,-0.0
marginal,Store,AT0 3,battery,0.0
marginal,Store,AT0 3,home battery,0.0
marginal,Store,AT0 3,rural water tanks,-5e-05
marginal,Store,AT0 3,urban central water pits,-0.00025
marginal,Store,AT0 3,urban central water tanks,-0.00012
marginal,Store,AT0 3,urban decentral water tanks,-6e-05
marginal,Store,AT0 4,EV battery,0.0
marginal,Store,AT0 4,H2 Store,0.0
marginal,Store,AT0 4,battery,0.0
marginal,Store,AT0 4,home battery,0.0
marginal,Store,AT0 4,rural water tanks,-7e-05
marginal,Store,AT0 4,urban central water pits,-231.05377
marginal,Store,AT0 4,urban central water tanks,-0.00023
marginal,Store,AT0 4,urban decentral water tanks,-6e-05
marginal,Store,AT0 5,EV battery,0.0
marginal,Store,AT0 5,H2 Store,-0.0
marginal,Store,AT0 5,battery,0.0
marginal,Store,AT0 5,home battery,0.0
marginal,Store,AT0 5,rural water tanks,-6e-05
marginal,Store,AT0 5,urban central water pits,-0.00028
marginal,Store,AT0 5,urban central water tanks,-0.00011
marginal,Store,AT0 5,urban decentral water tanks,-6e-05
marginal,Store,AT0 6,EV battery,0.0
marginal,Store,AT0 6,H2 Store,-0.0
marginal,Store,AT0 6,battery,0.0
marginal,Store,AT0 6,home battery,0.0
marginal,Store,AT0 6,rural water tanks,-5e-05
marginal,Store,AT0 6,urban decentral water tanks,-5e-05
marginal,Store,AT0 7,EV battery,0.0
marginal,Store,AT0 7,H2 Store,0.0
marginal,Store,AT0 7,battery,0.0
marginal,Store,AT0 7,home battery,0.0
marginal,Store,AT0 7,rural water tanks,-6e-05
marginal,Store,AT0 7,urban decentral water tanks,-5e-05
marginal,Store,AT0 8,EV battery,0.0
marginal,Store,AT0 8,H2 Store,-0.0
marginal,Store,AT0 8,battery,0.0
marginal,Store,AT0 8,home battery,0.0
marginal,Store,AT0 8,rural water tanks,-6e-05
marginal,Store,AT0 8,urban central water pits,-0.00025
marginal,Store,AT0 8,urban central water tanks,-0.00013
marginal,Store,AT0 8,urban decentral water tanks,-6e-05
marginal,Store,AT0 9,EV battery,0.0
marginal,Store,AT0 9,H2 Store,0.0
marginal,Store,AT0 9,battery,0.0
marginal,Store,AT0 9,home battery,0.0
marginal,Store,AT0 9,rural water tanks,-6e-05
marginal,Store,AT0 9,urban central water pits,-30.41149
marginal,Store,AT0 9,urban central water tanks,-0.00024
marginal,Store,AT0 9,urban decentral water tanks,-6e-05
marginal,Store,EU,co2,-0.0
marginal,Store,EU,co2 sequestered,623628.47401
marginal,Store,EU,co2 stored,0.0
marginal,Store,EU,gas,0.0
marginal,Store,EU,methanol,0.0
marginal,Store,EU,non-sequestered HVC,34066.08842
marginal,Store,EU,oil,0.0
